DRG Definition,Provider State,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,AZ,118,56362.305085,12737.627119,10705.694915
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,KY,118,40643.466102,11240.101695,9580.5508475
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,CT,134,44543.940299,16077.798507,11798.880597
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,WI,142,40741.633803,13552.838028,10215.556338
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,SC,146,47509.438356,11306.993151,9792.6780822
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,MO,149,54270.422819,12193.100671,10945.604027
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,IN,170,47608.452941,11412.9,9582.9882353
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,TN,184,44704.679348,10744.880435,9130.8478261
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,MN,194,41254.149485,14821.149485,12262.798969
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,GA,202,49953.485149,12351.811881,10379.069307
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,VA,225,53076.92,12639.008889,10143.817778
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,NC,245,45220.085714,13350.293878,10852.930612
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,MI,248,35443.165323,12911.346774,10946.620968
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,MD,260,23118.215385,21373.457692,19758.884615
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,OH,261,38976.386973,11889.310345,9489.2030651
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,MA,266,49036.601504,16247.597744,14361.545113
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,NJ,373,81949.758713,13908.798928,12185.871314
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,IL,409,55121.608802,14479.151589,11099.496333
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,PA,412,69447.992718,13803.366505,10679.157767
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,TX,481,68325.297297,12503.37422,9741.029106
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,NY,555,65826.736937,17391.484685,14530.962162
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,CA,612,93558.854575,17177.044118,14745.95098
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,FL,640,62583.096875,11009.395313,9566.4125
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,NV,12,79695.75,9473.9166667,8228.5
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,WV,16,25732.1875,7806.75,6408.125
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,IA,17,36681.294118,8632.3529412,5679.2352941
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,KS,18,37599.222222,7507.5555556,6901.3333333
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,UT,18,34184.166667,8735.3888889,7029.2777778
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,CO,19,54116.315789,10169.421053,6671.6842105
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,KY,20,43646.8,8129.85,6238.2
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,LA,20,34176.35,8691.5,6656.1
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,WA,21,51964.380952,12294.857143,8966
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,CT,22,42379.045455,10774.909091,7820.4090909
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,WI,23,34217.217391,8420.5217391,6914.173913
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,OK,24,41534,8008.9166667,6837.1666667
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,AZ,27,42511.296296,8918.3703704,6876.9259259
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,MS,27,37133.555556,7044,5918.962963
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,IN,29,36842.586207,7573.7241379,6511.6206897
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,AL,31,31062.612903,6565.4516129,5799.3548387
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,AR,31,39109.096774,9235.8709677,7161.5483871
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,SC,35,33866.628571,7187.9142857,6129.1428571
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,GA,39,33431.435897,8266.7179487,7020.974359
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,MA,42,28810.452381,10641.285714,8320.2619048
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,MN,44,32067.272727,9458.0681818,7935.25
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,TN,47,55664.319149,8801.4255319,6894.0851064
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,VA,50,46327.02,9383.32,6944.3
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,MD,53,15963.698113,14799.490566,12960.169811
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,NC,54,45382.240741,11336.314815,8831.8703704
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,MO,56,43697.910714,7990.7857143,6650.3214286
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,OH,60,32853.083333,7950.5666667,6180.7333333
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,MI,63,26444.111111,9077.952381,7245
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,IL,67,39328.492537,9534.7313433,7548.7462687
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,NJ,68,56956.308824,9354.6323529,7878.9117647
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,PA,95,43714.852632,9443.5894737,7043.4210526
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,NY,118,40500.118644,11506.669492,9631.2627119
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,TX,123,40030.105691,8413.8211382,6102.6341463
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,CA,129,71473.077519,11531.077519,9866.4186047
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,FL,158,44362.905063,9155.721519,6526.3797468
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,UT,12,20804.333333,12686.166667,11353.083333
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,NV,13,84605.769231,14038.769231,13033.538462
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,OK,15,90658.8,13669.866667,11925.266667
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,WV,16,56380,13948.125,11434.8125
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,KS,17,45815.705882,11615.117647,10267
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,OR,17,36413.470588,13928,12712.941176
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,MS,18,53770.888889,11070.5,10312.111111
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,ME,19,37856.052632,12899.263158,11723.684211
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,NE,20,50134,12196.05,11068.95
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,CO,21,70569.190476,13588.095238,11693.809524
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,AR,23,46409.521739,13274.26087,12026.26087
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,KY,28,51648.571429,14807.142857,10625.285714
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,AL,29,70739.068966,10797.896552,8501.3103448
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,IA,31,41564.548387,13092.935484,9726.1290323
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,AZ,34,51023.352941,14517.323529,11788.970588
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,CT,34,45033.176471,15597.617647,13352.147059
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,SC,34,54718.676471,15064.470588,12553.176471
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,LA,36,47010.472222,13463.305556,9891.5277778
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,MD,39,28301.076923,26197.564103,23977.538462
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,WA,39,67063.769231,17175.102564,14570.487179
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,WI,41,38158.097561,13582.463415,10773.414634
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,IN,47,56785.638298,13632.702128,11923.957447
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,MO,51,39596.509804,11699.803922,10823.156863
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,MN,55,46641.2,16619.236364,14634.327273
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,TN,58,63108.413793,14431.931034,11315.172414
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,GA,62,58448.322581,13842.66129,12490.096774
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,VA,66,38351.939394,12560.909091,10061.060606
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,MI,72,40553.041667,15101.458333,11795.402778
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,NC,74,40070.445946,14271.945946,11359.378378
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,NJ,75,122588.10667,16231.693333,13971.093333
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,OH,90,43246.322222,12559.188889,10383.366667
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,PA,91,71255.32967,14778.021978,11957.494505
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,MA,92,41924.391304,18666.25,14504.369565
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,IL,112,59531.973214,13653.169643,11892.348214
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,TX,114,61037.587719,12354.429825,10866.394737
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,NY,132,85306.128788,20005.128788,17550.560606
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,FL,139,79301.453237,12517.007194,10820.705036
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,CA,215,106893.17674,18986.251163,16303.167442
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,MT,11,22039.181818,7906.2727273,7055.9090909
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,OR,11,26369.636364,8986.4545455,7708.9090909
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,NH,12,22503.916667,8777.0833333,7102.5833333
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,NM,12,24456.166667,9751.1666667,8676.1666667
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,ME,13,28837,8473.4615385,7526.3846154
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,NV,13,42474.461538,9450.7692308,8612.0769231
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,VT,14,25039.357143,10417.214286,9129.2857143
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,WV,14,35459.785714,11058.857143,5737.5714286
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,NE,18,42162.277778,10384.222222,6229.7222222
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,CO,21,38235.619048,8890.8571429,7551.4761905
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,LA,23,52209.347826,11249.608696,7347.5217391
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,OK,23,39313.73913,9311.7826087,8206.9130435
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,AR,24,31512.291667,8079.5416667,6404.625
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,IA,27,30202.925926,9032.3703704,6284.9259259
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,KY,31,33475.064516,8291.2580645,7049.2903226
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,WA,31,42976.516129,10887.387097,8736.2580645
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,SC,32,33048.0625,8668.5,6951.34375
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,MS,33,34038.333333,7397.6060606,6395
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,WI,36,34197.805556,9848.7222222,7186.2222222
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,CT,37,33199.972973,10373.378378,8631.0540541
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,AZ,38,45921.447368,9034.2368421,7290.4736842
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,IN,46,30247.913043,8419.0869565,6385.1521739
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,AL,47,32070.87234,7371.787234,5570.3617021
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,VA,48,31502.729167,8400.0625,6513.2916667
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,MN,49,26393.897959,9351.9795918,7688.1836735
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,MO,49,33931.183673,7873.4489796,6936.6734694
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,NC,51,29086.078431,9055.7647059,6937.6666667
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,TN,51,35029.058824,8362.2745098,6112.1372549
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,GA,53,40920.90566,9957.9056604,7118.0943396
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,MD,60,15498.783333,14366.716667,12650.9
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,MI,60,26074.8,8813,7640.8833333
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,MA,74,29068.810811,10683.27027,9257.1756757
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,OH,75,24194.026667,8468.24,6532.5866667
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,NJ,88,67802.363636,9452.8636364,8008.3295455
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,TX,97,46252.030928,8495.5463918,7132.6701031
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,IL,107,43829.560748,9484.5420561,7684.4205607
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,PA,119,48348.689076,9728.2857143,7014.0756303
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,NY,138,62211.15942,13048.855072,10586.942029
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,FL,157,44406.229299,7570.1210191,6327.1656051
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,CA,178,68628.438202,11934.308989,10067.741573
845 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W/O CC/MCC,GA,11,20475.818182,5947,4694.5454545
845 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W/O CC/MCC,MN,12,33423.333333,10004.833333,4976.75
845 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W/O CC/MCC,MO,12,27739.666667,5833.5833333,4634.25
845 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W/O CC/MCC,NC,12,22116.416667,6968.25,5169.8333333
845 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W/O CC/MCC,MA,14,21272.571429,7545.5714286,6272.9285714
845 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W/O CC/MCC,OH,14,30273.571429,6598.7857143,4626.3571429
845 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W/O CC/MCC,NJ,17,65917.529412,8218.8823529,6758.7058824
845 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W/O CC/MCC,MI,19,22584.526316,6358.8421053,5401.2105263
845 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W/O CC/MCC,PA,19,37820.894737,6666.3157895,5186.4736842
845 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W/O CC/MCC,NY,21,28928.47619,8320.5238095,6855.4761905
845 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W/O CC/MCC,CA,22,42117.818182,9272.8636364,7423.3636364
845 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W/O CC/MCC,IL,26,33237.307692,6632.5384615,5756.3461538
845 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W/O CC/MCC,FL,30,48287.1,5611.4,4139.2666667
845 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W/O CC/MCC,TX,30,37727.933333,8420.0666667,4666.0333333
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,ND,11,41803.545455,16364.818182,15303
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,ID,12,61374,15718.083333,15011
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,HI,13,67469.538462,24771.384615,22786.153846
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,SD,15,78420.733333,19646.466667,15606.6
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,NM,16,57272,19460.25,17067.25
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,DC,17,62463.176471,21880.588235,19489.470588
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,NE,18,81841.333333,19030.222222,15604.444444
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,WV,18,58782.722222,18237.777778,14150.555556
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,ME,19,66226.894737,33366.894737,19005.368421
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,MS,19,87047.526316,19751.842105,17287
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,NH,20,30939.2,21647.05,20643.05
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,UT,22,72318.318182,22409.954545,19398.681818
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,OK,24,114293.625,20324.916667,16750.875
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,NV,26,202243.65385,21268.653846,17235.846154
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,AL,32,129532.75,24129.15625,19718.34375
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,KY,36,91102.888889,19047.861111,17948.166667
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,LA,39,97050.692308,23786.717949,16464.589744
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,IA,40,60047.925,18984.75,17771.45
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,KS,41,135465.60976,23067.170732,20623.829268
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,MD,44,41682.931818,38411.795455,37736.454545
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,AR,47,86032.574468,22426.021277,17717.829787
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,CT,47,78668.702128,23698.255319,20400.638298
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,IN,51,92527.843137,20455.215686,18851.72549
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,OR,52,62622.442308,25425.461538,21263.384615
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,SC,55,52683.981818,19804.181818,16431.854545
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,WI,60,56147.916667,19427.433333,16884.183333
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,CO,66,92249.893939,23478.712121,18636.727273
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,TN,67,102266.37313,22431.58209,19695.029851
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,GA,72,91404.416667,24435.069444,21329.625
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,VA,80,68081.4375,19682.6125,16854.05
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,AZ,81,77267.506173,21272.530864,19423.740741
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,MA,102,75719.656863,29777.578431,26156.852941
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,OH,102,75806.941176,21761.5,17593.960784
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,WA,111,77530.144144,25823.306306,20576.189189
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,MO,124,73145.66129,21182.653226,19961.225806
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,NJ,125,88011.52,22043.176,20414.16
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,MI,128,51283.382813,20846.539063,18689.320313
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,MN,128,57876.15625,25219.851563,20144.835938
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,NC,130,53238.046154,21339.776923,17647.738462
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,PA,131,126526.51908,26192.969466,20247.51145
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,FL,164,114397.83537,21520.695122,17229.304878
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,TX,230,144789.04783,22745.995652,18233.808696
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,IL,251,76480.031873,26422.298805,19468.247012
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,NY,251,113443.68526,30272.406375,26513.733068
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,CA,499,155433.7996,31798.126253,27221.935872
847 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,MT,22,21736.590909,10823.090909,6861.2727273
847 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,SD,28,55797.285714,9998.5714286,8597.1785714
847 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,DE,31,42688.129032,9990.6774194,8803.1290323
847 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,RI,38,28219.473684,11678.5,10555.947368
847 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,VT,47,30958.297872,12975.361702,10096.191489
847 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,ME,48,24886.208333,10384.666667,6951
847 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,NM,49,28130.959184,11594.571429,8971.7755102
847 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,UT,50,44622.4,10897.64,8778.48
847 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,ID,51,44576.431373,8819.8823529,7919.9607843
847 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,NE,58,37993.362069,10585.672414,8871.2586207
847 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,NH,60,28903.7,11168.35,10405.1
847 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,ND,64,24802.84375,8591.984375,7518.84375
847 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,NV,64,102373.21875,10194.875,8799.046875
847 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,DC,66,39172.621212,11734.333333,8803.9545455
